date,ward,revenue_stream,collector_id,expected_revenue,actual_revenue,transactions,revenue_gap,deviation_pct,is_round_number,average_transaction
2026-05-01,Ward 3,Market Fees,COL-010,21212.15,20537.53,1759,-674.62,-3.18,False,11.68
2026-05-01,Ward 3,Property Rates,COL-009,35856.61,35231.17,451,-625.44,-1.74,False,78.12
2026-05-01,Ward 4,Beer Hall Levies,COL-016,14647.34,12352.88,347,-2294.46,-15.66,False,35.6
2026-05-01,Ward 4,Business Licenses,COL-015,10552.97,12004.59,68,1451.62,13.76,False,176.54
2026-05-01,Ward 4,Market Fees,COL-014,29946.56,17164.16,2732,-12782.4,-42.68,False,6.28
2026-05-01,Ward 4,Property Rates,COL-013,50621.1,47669.08,566,-2952.02,-5.83,False,84.22
2026-05-01,Ward 5,Beer Hall Levies,COL-020,8544.28,7221.67,178,-1322.61,-15.48,False,40.57
2026-05-01,Ward 5,Business Licenses,COL-019,6155.9,5368.25,39,-787.65,-12.8,False,137.65
2026-05-01,Ward 5,Market Fees,COL-018,17468.83,16716.1,1681,-752.73,-4.31,False,9.94
2026-05-01,Ward 5,Property Rates,COL-017,29528.97,28282.97,331,-1246.0,-4.22,False,85.45
2026-05-01,Ward 6,Beer Hall Levies,COL-024,11595.81,10500.0,259,-1095.81,-9.45,True,40.54
2026-05-01,Ward 6,Business Licenses,COL-023,8354.43,8005.51,56,-348.92,-4.18,False,142.96
2026-05-01,Ward 6,Market Fees,COL-022,23707.69,24393.43,2073,685.74,2.89,False,11.77
2026-05-01,Ward 6,Property Rates,COL-021,40075.04,39805.07,450,-269.97,-0.67,False,88.46
2026-05-01,Ward 7,Beer Hall Levies,COL-028,12816.42,11572.84,310,-1243.58,-9.7,False,37.33
2026-05-01,Ward 7,Business Licenses,COL-027,9233.85,9101.19,63,-132.66,-1.44,False,144.46
2026-05-01,Ward 7,Market Fees,COL-026,26203.24,26011.9,2168,-191.34,-0.73,False,12.0
2026-05-01,Ward 7,Property Rates,COL-025,44293.46,43072.63,533,-1220.83,-2.76,False,80.81
2026-05-01,Ward 8,Beer Hall Levies,COL-032,7323.67,6185.4,169,-1138.27,-15.54,False,36.6
2026-05-01,Ward 8,Business Licenses,COL-031,5276.48,4983.08,30,-293.4,-5.56,False,166.1
2026-05-01,Ward 8,Market Fees,COL-030,14973.28,11939.5,1378,-3033.78,-20.26,False,8.66
2026-05-01,Ward 8,Property Rates,COL-029,25310.55,24143.77,301,-1166.78,-4.61,False,80.21
2026-06-01,Ward 1,Beer Hall Levies,COL-004,18408.63,19534.16,413,1125.53,6.11,False,47.3
2026-06-01,Ward 1,Business Licenses,COL-003,12026.6,11294.33,75,-732.27,-6.09,False,150.59
2026-06-01,Ward 1,Market Fees,COL-002,32912.4,32429.25,2873,-483.15,-1.47,False,11.29
2026-06-01,Ward 1,Property Rates,COL-001,63509.13,63980.34,841,471.21,0.74,False,76.08
2026-06-01,Ward 2,Beer Hall Levies,COL-008,13965.16,14293.53,307,328.37,2.35,False,46.56
2026-06-01,Ward 2,Business Licenses,COL-007,9123.63,9196.26,56,72.63,0.8,False,164.22
2026-06-01,Ward 2,Market Fees,COL-006,24968.03,25717.15,2170,749.12,3.0,False,11.85
2026-06-01,Ward 2,Property Rates,COL-005,48179.34,45442.83,542,-2736.51,-5.68,False,83.84
2026-06-01,Ward 3,Beer Hall Levies,COL-012,10791.26,9983.02,243,-808.24,-7.49,False,41.08
2026-06-01,Ward 3,Business Licenses,COL-011,7050.08,7046.0,47,-4.08,-0.06,False,149.91
2026-06-01,Ward 3,Market Fees,COL-010,19293.47,19399.01,1589,105.54,0.55,False,12.21
2026-06-01,Ward 3,Property Rates,COL-009,37229.49,37037.74,505,-191.75,-0.52,False,73.34
2026-06-01,Ward 4,Beer Hall Levies,COL-016,15234.72,16859.94,344,1625.22,10.67,False,49.01
2026-06-01,Ward 4,Business Licenses,COL-015,9953.05,10139.75,61,186.7,1.88,False,166.23
2026-06-01,Ward 4,Market Fees,COL-014,27237.85,12713.34,2364,-14524.51,-53.32,False,5.38
2026-06-01,Ward 4,Property Rates,COL-013,52559.28,56353.63,540,3794.35,7.22,False,104.36
2026-06-01,Ward 5,Beer Hall Levies,COL-020,8886.92,8394.79,193,-492.13,-5.54,False,43.5
2026-06-01,Ward 5,Business Licenses,COL-019,5805.94,5053.07,38,-752.87,-12.97,False,132.98
2026-06-01,Ward 5,Market Fees,COL-018,15888.74,13153.28,1501,-2735.46,-17.22,False,8.76
2026-06-01,Ward 5,Property Rates,COL-017,30659.58,27506.38,371,-3153.2,-10.28,False,74.14
2026-06-01,Ward 6,Beer Hall Levies,COL-024,12060.82,10500.0,265,-1560.82,-12.94,True,39.62
2026-06-01,Ward 6,Business Licenses,COL-023,7879.5,7763.43,50,-116.07,-1.47,False,155.27
2026-06-01,Ward 6,Market Fees,COL-022,21563.3,20969.27,1810,-594.03,-2.75,False,11.59
2026-06-01,Ward 6,Property Rates,COL-021,41609.43,41471.91,495,-137.52,-0.33,False,83.78
2026-06-01,Ward 7,Beer Hall Levies,COL-028,13330.38,14895.33,330,1564.95,11.74,False,45.14
2026-06-01,Ward 7,Business Licenses,COL-027,8708.92,8314.86,58,-394.06,-4.52,False,143.36
2026-06-01,Ward 7,Market Fees,COL-026,23833.12,22789.4,1934,-1043.72,-4.38,False,11.78
2026-06-01,Ward 7,Property Rates,COL-025,45989.37,46049.65,531,60.28,0.13,False,86.72
2026-06-01,Ward 8,Beer Hall Levies,COL-032,7617.36,7413.85,187,-203.51,-2.67,False,39.65
2026-06-01,Ward 8,Business Licenses,COL-031,4976.52,4358.91,32,-617.61,-12.41,False,136.22
2026-06-01,Ward 8,Market Fees,COL-030,13618.92,11341.51,1271,-2277.41,-16.72,False,8.92
2026-06-01,Ward 8,Property Rates,COL-029,26279.64,23726.83,298,-2552.81,-9.71,False,79.62
